book_id,title,description,clean_author,year,main_category,simple_category,avg_rating,review_count,popularity_score
1489,EIGHT COUSINS or The Aunt-Hill,"This classic book contains a lovely novel about 'Rose', who is orphaned and goes to live with her guardian, Uncle Alec. The story follows Rosy as she settles in and adjusts to this new, strange life, as she meets the rest of her unknown family and struggles to discover what life for a young woman is about.",Louisa M. Alcott,2013,Fiction,Fiction,4.441988950276243,181,4.373878870631764
1490,Einstein Never Used Flash Cards: How Our Children Really Learn-- And Why They Need to Play More and Memorize Less,"Now Available in Paperback! In Einstein Never Used Flashcards highly credentialed child psychologists, Kathy Hirsh-Pasek, Ph.D., and Roberta Michnick Golinkoff, Ph.D., with Diane Eyer, Ph.D., offer a compelling indictment of the growing trend toward accelerated learning. It's a message that stressed-out parents are craving to hear: Letting tots learn through play is not only okay-it's better than drilling academics! Drawing on overwhelming scientific evidence from their own studies and the collective research results of child development experts, and addressing the key areas of development-math, reading, verbal communication, science, self-awareness, and social skills-the authors explain the process of learning from a child's point of view. They then offer parents 40 age-appropriate games for creative play. These simple, fun--yet powerful exercises work as well or better than expensive high-tech gadgets to teach a child what his ever-active, playful mind is craving to learn.",Kathy Hirsh-Pasek,2004,Family & Relationships,Family & Relationships,4.3538461538461535,65,4.269032324426262
1491,"Eisenhorn (A Warhammer 40,000 Omnibus)","Inquisitor Eisenhorn is one on the most senior members of the Imperial Inquisition. With his warband he scourges the galaxy in order to root out heresy. When that heresy is found to infiltrate the hierarchy of the Imperium and the Inquisition itself, he must rely on himself alone to deal with it - even if it means making deals with the enemy. All three books of the Eisenhorn trilogy along with two short stories and Eisenhorn's case book and compendium are included in one big volume",Dan Abnett,2005,Fiction,Fiction,4.628571428571429,70,4.414623719817882
1492,Eisenhower: a Soldiers Life,"Casting new light on Dwight David Eisenhower's profound life, ""Eisenhower"" chronicles the unlikely, dramatic rise of the supreme Allied commander. 16-page insert, 5 maps.",Carlo DEste,2003,Biography & Autobiography,Biography & Autobiography,3.9,50,4.060645236307948
1493,Elantris,"In 2005, Brandon Sanderson debuted with Elantris, an epic fantasy unlike any other then on the market. To celebrate its tenth anniversary, Tor is reissuing Elantris in a special edition, a fresh chance to introduce it to the myriad readers who have since become Sanderson fans. This new edition begins with a preface by author Dan Wells, the first person to read the completed novel, and a new afterword by Sanderson explaining how he came to write the book and its place in the Cosmere, the unified universe of all his Tor novels. Also included is an expanded version of the ""Ars Arcanum"" appendix, with more of the technical details of the book's magic that fans can never get enough of. Elantris was truly a milestone both for Sanderson and for the genre of epic fantasy. It deserves this special treatment, something Tor has done only once before, with Orson Scott Card's Ender's Game. Sanderson fans old and new will be excited to discover it.",Brandon Sanderson,2015,Fiction,Fiction,4.219298245614035,342,4.213695828440821
1494,El Ciclo Del Hombre Lobo / Cycle of the Werewolf (Spanish Edition),"Like its predecessors, this book serves as a guide to any adult interested in selecting books in Spanish for children in preschool through high school. Most of the books included in the guide have been published since 1984 and come from Argentina, Chile, Colombia, Costa Rica, Cuba, Dominican Republic, Mexico, Nicaragua, Puerto Rico, Spain, Sweden, the U.S., Uruguay, and Venezuela. The author has identified books that highlight the lifestyle, folklore, history, fiction, poetry, theater, and classical literature of Hispanic cultures as expressed by Hispanic authors and has also included nonfiction and bilingual books and Spanish translations of popular fiction and nonfiction. With appendices and indexes.",Isabel Schon,1987,Social Science,Social Science,3.8360655737704916,122,3.9570812950556906
1495,"Eldest (Inheritance, Book 2)","After successfully evading an Urgals ambush, Eragon is adopted into the Ingeitum clan and sent to finish his training so he can further help the Varden in their struggle against the Empire. Reprint.",Christopher Paolini,2007,Juvenile Fiction,Juvenile Fiction,3.6828971393791843,1643,3.701975528205746
1496,Eleanor of Aquitaine: A Life,"A biography of one of the most influential women of the Middle Ages discusses her marriages to Louis VII of France and Henry II of England, and her later efforts to secure the throne of England for her sons.",Alison Weir,2001,Biography & Autobiography,Biography & Autobiography,4.0701754385964914,114,4.111587721650358
1497,Eleanor of Aquitaine and The Four kings,"An account of Queen Eleanor which describes her dramatic life as a queen, her marriages, and her contributions to that period",Amy Kelly,1950,Biography & Autobiography,Biography & Autobiography,4.207729468599034,207,4.202111037409611
1498,Electric Circuits,"Designed for use in a one or two-semester Introductory Circuit Analysis or Circuit Theory Course taught in Electrical or Computer Engineering Departments. Electric Circuits 9/e is the most widely used introductory circuits textbook of the past 25 years. As this book has evolved over the years to meet the changing learning styles of students, importantly, the underlying teaching approaches and philosophies remain unchanged. The goals are: - To build an understanding of concepts and ideas explicitly in terms of previous learning - To emphasize the relationship between conceptual understanding and problem solving approaches - To provide students with a strong foundation of engineering practices.",James William Nilsson,2011,Technology & Engineering,Other,2.5765765765765765,111,3.170307966905762
1499,Elementary Differential Equations and Boundary Value Problems,"Elementary Differential Equations and Boundary Value Problems 11e, like its predecessors, is written from the viewpoint of the applied mathematician, whose interest in differential equations may sometimes be quite theoretical, sometimes intensely practical, and often somewhere in between. The authors have sought to combine a sound and accurate (but not abstract) exposition of the elementary theory of differential equations with considerable material on methods of solution, analysis, and approximation that have proved useful in a wide variety of applications. While the general structure of the book remains unchanged, some notable changes have been made to improve the clarity and readability of basic material about differential equations and their applications. In addition to expanded explanations, the 11th edition includes new problems, updated figures and examples to help motivate students. The program is primarily intended for undergraduate students of mathematics, science, or engineering, who typically take a course on differential equations during their first or second year of study. The main prerequisite for engaging with the program is a working knowledge of calculus, gained from a normal two? or three? semester course sequence or its equivalent. Some familiarity with matrices will also be helpful in the chapters on systems of differential equations.",William E. Boyce,2017,Mathematics,Other,3.02,150,3.3719730333740188
1500,Eleni,"A son's quest to avenge his mother's murder. In 1948, in a Greek mountain village, Eleni Gatzoyiannis was arrested, tortured and shot. She was one of the 158,000 victims of the Greek Civil War. Her crime had been to help her children escape from the Communist guerrillas who occupied their village. Her son, Nicholas Gage, was then eight years old. Eleni is the story of his obsessive and harrowing reconstruction of his mother's life and death and his pursuit of his mother's killer.",Nicholas Gage,2010,Biography & Autobiography,Biography & Autobiography,4.635135135135135,148,4.497531465612273
1501,Elephants Can Remember,"Hercule Poirot is determined to solve an old husband and wife double murder that is still an open verdict...Hercule Poirot stood on the cliff-top. Here, many years earlier, there had been a tragic accident. This was followed by the grisly discovery of two more bodies - a husband and wife - shot dead.But who had killed whom? Was it a suicide pact? A crime of passion? Or cold-blooded murder? Poirot delves back into the past and discovers that 'old sin leave long shadows'.",AGATHA. CHRISTIE,2018,Unknown,Other,3.276595744680851,188,3.509779455238791
1502,Eleventh Hour (FBI Thriller),"Husband-and-wife agents Lacey Sherlock and Dillon Savich investigate the murder of FBI agent Dane Carver's twin brother, Father Michael Joseph, and seek the assistance of homeless woman Nicola Jones, a witness to the shooting who is tormented by personal demons. Reprint.",Catherine Coulter,2003,Fiction,Fiction,3.298076923076923,312,3.450859952719931
1503,"Eli, Eli Lama Sabachtani","The Spanish version of a woman that is have been in contact with a spirit, she. said is Jesúcristo, thé people claim she is crazy, she said that thé spirit of Jesus have Blood and flesh descendant like the movie Código da Vinci show it. True or lie WE will See, meanwhile, blessings Planet earth in the name of Jesúcristo",Dora Vidal,2020,Unknown,Other,4.9245283018867925,53,4.516730526910289
1504,Ella Enchanted,"This beloved Newbery Honor-winning story about a feisty heroine is sure to enchant readers new and old. At her birth, Ella of Frell receives a foolish fairy's gift—the “gift” of obedience. Ella must obey any order, whether it's to hop on one foot for a day and a half, or to chop off her own head! But strong-willed Ella does not accept her fate... Against a bold backdrop of princes, ogres, giants, wicked stepsisters, and fairy godmothers, Ella goes on a quest to break the curse forever. A tween favorite for 25 years—now shared with today's young readers by moms, teachers, and other adults who remember the pleasure of discovering this fun fairy-tale retelling themselves!",Gail Carson Levine,2012,Juvenile Fiction,Juvenile Fiction,4.759967453213995,1229,4.7310465240922825
1505,Ella in Europe: An American Dog's International Adventures,"Part travelogue, part valentine to a beloved pet, Ella in Europe chronicles writer Michael Konik’s magical six-week journey through Europe with his dog, Ella. An homage to the friend who has “licked away my tears when I’m sad, hopped on her hind legs when I’m happy, and snuggled me when I’m lonely,” here is the story of a bond unlike any other–and an extraordinary dog who stole her way into one man’s heart. Los Angeles writer Michael Konik had always shared his life with dogs. But Ella, a gentle Lab mix, was something special. From the moment Konik laid eyes on Ella, he knew: This dog was meant to be his. An enchantress who charmed all who met her, Ella Guinevere Konik had a truly unique gift–and soon Konik found a way for Ella to share that gift, signing her up for a program that brings dogs into hospitals, nursing homes, and children’s shelters. When Ella turned ten, Konik wanted to thank the “best friend” whose unconditional love had transformed his life–and given comfort and joy to others in need. So a trip to Europe was planned–and for Konik and Ella a once-in-a-lifetime adventure began, one that would strengthen the already-powerful bond between them. As they explore Europe’s most beautiful–and surprisingly dog-friendly–cities, Konik is amazed at the experiences he and Ella can share . . . Arriving in Vienna on July Fourth with Ella wrapped in her American flag scarf . . . Dining at four-star restaurants in Paris . . . Ella swimming in the Danube . . . Taking a gondola ride in Venice . . . Sunbathing in St. Tropez . . . Searching for a canine toilet in Monte Carlo. But soon this journey of friendship, love, and discovery must come to a close. And as Konik heads home, accompanied by the canine friend who “helped teach me what love means,” one thing is certain: Both dog and owner have been changed forever. At once a testament to the power of unconditional love and a celebration of devotion, Ella in Europe is a book for anyone who has ever felt a special connection to a dog they’ve loved.",Michael Konik,2007,Pets,Other,4.587301587301587,63,4.382610954495423
1506,Ella Minnow Pea: A Novel in Letters,"An epistolary novel set on a fictional island off the South Carolina coastline, 'Ella Minnow Pea' brings readers to the hometown of Nevin Nollop, inventor of the pangram 'The Quick Brown Fox Jumps Over the Lazy Dog'. Deified for his achievement in life, Nevin has been honored in death with a monument featuring his famous phrase. One day, however, the letter 'Z' falls from the monument, and some of the islanders interpret the missing tile as a message from beyond the grave. The letter 'Z' is banned from use. On an island where the residents pride them-selves on their love of language, this is seen as a tragedy. They are still reeling from the shock when another tile falls. And then another... In his charming debut, first published in 2001, Mark Dunn took readers on a journey through the eyes of Ella Minnow Pea, a young woman forced to create another clever turn of phrase in order to save the islanders’ beloved language.",Mark Dunn,2010,Fiction,Fiction,4.371428571428571,140,4.312069278904459
1507,El principito,"En este libro, considerado inicialmente un libro infantil, el autor trata temas profundos como el sentido de la vida, la amistad y el amor. En la novela, él se imagina a sí mismo estancado en el desierto del Sahara en donde conoce a un pequeño príncipe extraterrestre. En sus conversaciones con el principito, el autor revela su propia visión de mundo. El principito habita en un pequeño planeta en el que hay algunos volcanes y una rosa. Pasa sus días cuidando su planeta para impedir que crezcan los árboles baobah que, de crecer allí partirían su planeta en pedazos. El principito se va de su planeta para conocer el universo; cada planeta está habitado por un adulto que le demuestra lo estúpidos que la mayoría de los adultos se vuelven al hacerse mayores. El relato contiene varias ilustraciones dibujadas por el autor.",Antoine de Saint-Exupéry,2001,Juvenile Fiction,Juvenile Fiction,4.0,72,4.087402935586964
1508,Elvenbane,"Born in the desert to an exiled concubine and raised by dragons, Shana becomes a wizard of extraordinary power and leads a rebellion against the cruel elven empire ruled by her father. Reissue.",Andre Norton,1993,Fiction,Fiction,4.357142857142857,70,4.2738829790771415
1509,Embracing defeat: Japan in the wake of World War II (Norton paperback),"Chronicles the events that took place in Japan at the end of World War II and explores the effects they have had on the development and shaping of the Japanese society, from immediately after the war to the present day. Reprint. 40,000 first printing.",John W. Dower,1999,History,History,3.961038961038961,77,4.063198606869114
1510,"Embroidery Machine Essentials: How to Stabilize, Hoop and Stitch Decorative Designs",Helps you learn how to use your embroidery machine to its fullest potential. This title contains tips and techniques for producing creative designs.,Twigg Jeanine,2001,Crafts & Hobbies,Other,4.377358490566038,53,4.270967815045882
1511,Emergence,"In the tradition of Being Digital and The Tipping Point, Steven Johnson, acclaimed as a ""cultural critic with a poet's heart"" (The Village Voice), takes readers on an eye-opening journey through emergence theory and its applications. A NEW YORK TIMES NOTABLE BOOK A VOICE LITERARY SUPPLEMENT TOP 25 FAVORITE BOOKS OF THE YEAR AN ESQUIRE MAGAZINE BEST BOOK OF THE YEAR Explaining why the whole is sometimes smarter than the sum of its parts, Johnson presents surprising examples of feedback, self-organization, and adaptive learning. How does a lively neighborhood evolve out of a disconnected group of shopkeepers, bartenders, and real estate developers? How does a media event take on a life of its own? How will new software programs create an intelligent World Wide Web? In the coming years, the power of self-organization -- coupled with the connective technology of the Internet -- will usher in a revolution every bit as significant as the introduction of electricity. Provocative and engaging, Emergence puts you on the front lines of this exciting upheaval in science and thought.",Steven Johnson,2012,Science,Other,4.741379310344827,58,4.4469447331334475
1512,Emily Climbs,Emily of New Moon goes away to school and begins her writing career.,Lucy Maud Montgomery,1925,Adolescence,Other,4.489795918367347,98,4.367939890646712
1513,Emily of New Moon,"Spirited orphan Emily Starr must adjust to her new life on New Moon Farm in this beloved children’s classic by the author of Anne of Green Gables. Set in turn-of-the-century Canada, Emily of New Moon is the coming-of-age story of an imaginative young orphan named Emily Byrd Starr. Ever since her mother died when she was four, Emily has been raised by her loving father. But when Douglas Starr dies of tuberculosis, ten-year-old Emily is sent to live with her maiden aunts, Elizabeth and Laura Murray, and their cousin Jimmy at New Moon Farm on Prince Edward Island, where she suffers loneliness unlike anything she’s ever felt before. Despite conflicts with her strict aunt Elizabeth, Emily finds solace in writing and in nature, and eventually makes friends with hot-tempered tomboy Ilse Burnley, artist Teddy Kent, and a hired boy on the farm, Perry Miller. But will she ever come to love New Moon Farm and call it home? Lucy Maud Montgomery would follow Emily’s story in two subsequent novels, Emily Climbs and Emily’s Quest. This ebook has been professionally proofread to ensure accuracy and readability on all devices.",L. M. Montgomery,2019,Juvenile Fiction,Juvenile Fiction,4.810526315789474,285,4.694212006215469
1514,Emily Post's Wedding Etiquette: Cherished Traditions and Contemporary Ideas for a Joyous Celebration (4th Edition),"Everyone dreams of the perfect wedding… And for nearly seven decades, Bride’s magazine has been the leading authority on the subject, with advice that is both practical and sympathetic to the needs of the bride, the groom, their families and friends. Now in a completely revised edition, Bride’s Book of Etiquette offers the most up-to-date information on engagement and wedding planning, and realistic solutions for any problem that couples may encounter. In this trusted classic, you’ll find out: How to draw up—and pare down—the guest list How to word invitations for every circumstance How to get his family to share wedding expenses, and who pays for what Where to seat divorced parents, and how to make sure they’ll get along How to dress the bride, groom, mothers, and bridal party at every hour for every type of wedding Contemporary ideas for a long-weekend wedding, a destination wedding and more How to handle last-minute glitches, include children in a second wedding, and answer the tough question: “Am I invited to the wedding?” Registering on the Internet, the dos and don’ts Updated etiquette for a second wedding The new honeymoon rules—romantic trips in today’s world",Brides Magazine Editors,2002,Reference,Other,4.4576271186440675,59,4.3143080820597906
1515,Emily's Quest,"‘Emily’s Quest’ is the final tale in The Emily Starr Series, and tells the story of Emily being separated from her childhood sweetheart and agreeing to marry another man. This early work by L. M. Montgomery was originally published in 1927 and we are now republishing it with a brand new introductory biography. Lucy Maud Montgomery was born on 30th November 1874, New London, in the Canadian province of Prince Edward Island. Her mother, Clara Woolner (Macneil), died before Lucy reached the age of two and so she was raised by her maternal grandparents in a family of wealthy Scottish immigrants. In 1908 Montgomery produced her first full-length novel, titled 'Anne of Green Gables'. It was an instant success, and following it up with several sequels, Montgomery became a regular on the best-seller list and an international household name. Montgomery died in Toronto on 24th April 1942.",Lucy Maud Montgomery,2015,Young Adult Fiction,Other,4.384615384615385,65,4.284416939810878
1516,Emma,"The culmination of Jane Austen's genius, a sparkling comedy of love and marriage--now in a stunning 200th-anniversary Penguin Classics Deluxe Edition Now a major motion picture starring Anya Taylor-Joy Beautiful, clever, rich--and single--Emma Woodhouse is perfectly content with her life and sees no need for either love or marriage. Nothing, however, delights her more than interfering in the romantic lives of others. But when she ignores the warnings of her good friend Mr. Knightley and attempts to arrange a suitable match for her protégée, Harriet Smith, her carefully laid plans soon unravel and have consequences that she never expected. With its imperfect but charming heroine and its witty and subtle exploration of relationships, Emma is often seen as Jane Austen's most flawless work. This Penguin Classics Deluxe Edition celebrates two hundred years of Austen's beloved novel. With a beautiful cover designed by illustrator Dadu Shin and comprehensive notes drawing specially from the Jane Austen Collection at Goucher College, this is an edition to be treasured by students and collectors alike. For more than sixty-five years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,500 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",Jane Austen,2015,FICTION,Other,4.231404958677686,1936,4.2298721650052045
1517,Emma (CH) (Jane Austen Collection),"Jane Austen's complete novels, collected together in one uniquely comprehensive volume, now published with the complete set of Hugh Thomson's famous illustrations. Comprises the complete text of: ""Sense and Sensibility,"" ""Pride and Prejudice,"" ""Mansfield Park,"" ""Emma,"" ""Northanger Abbey,"" ""Persuasion,"" ""Lady Susan,"" and ""Love and Friendship."" This is the only single-volume edition of Jane Austen's novels to contain not only the wickedly humorous ""Lady Susan,"" but also the irrepressibly exuberant early work ""Love and Friendship."" This collection allows readers to explore the development of one of the English language's greatest writers, following her development from the farcical comedy of ""Love and Friendship"" and ""Northanger Abbey,"" via her most popular work, ""Pride and Prejudice,"" to the masterpiece ""Emma,"" and the considered romance of ""Persuasion."" A unique collection of the finest and most perceptive love stories ever written. Hugh Thomson first illustrated Jane Austen's works in the 1890's; his illustrations are prized for their wit and liveliness. The illustrations in this edition have been photographed directly from the original books, and digitally retouched for enhanced clarity. Copies of the original Hugh Thomson illustrated edition of Pride and Prejudice, from which these illustrations are taken, are highly prized by collectors, and valued at up to $10,000.",Jane Austen,2006,Fiction,Fiction,4.2309278350515465,485,4.2254076403189345
1518,Emma (Letras Universales / Universal Writings) (Spanish Edition),"Asistimos en los últimos tiempos a una revitalización del interés por la obra de Jane Austen. En 1996 se estrenó una versión cinematográfica de «Emma». En 1995 se estrenó otra de sus novelas «Sentido y sensibilidad», protagonizada por Emma Thompson, y en la televisión inglesa se emitió una serie de gran éxito de su novela «Orgullo y prejuicio».",Jane Austen,1997,Fiction,Fiction,4.2309278350515465,485,4.2254076403189345
1519,Emma (Progress English),"Emma is beautiful, clever and rich. She likes to arrange marriages between her friends and neighbours, but makes lot of mistakes and causes more problems than happy marriages.",Jane Austen,1988,English language,Other,4.2309278350515465,485,4.2254076403189345
1520,Emma (Radio Collection),"From the New York Times bestselling author of The Girls comes an eagerly anticipated story collection exploring the dark corners of human experience. ""A thrilling new voice in American fiction.""--Jennifer Egan, about The Girls An absentee father collects his son from boarding school after a shocking act of violence. A nanny to a celebrity family hides out in Laurel Canyon in the aftermath of a tabloid scandal. A young woman sells her underwear to strangers. A notorious guest arrives at a placid, not-quite rehab in the Southwest. In ten remarkable stories, Emma Cline portrays moments when the ordinary is disturbed, when daily life buckles, revealing the perversity and violence pulsing under the surface. She explores characters navigating the edge, the limits of themselves and those around them: power dynamics in families, in relationships, the distance between their true and false selves. They want connection, but what they provoke is often closer to self-sabotage. What are the costs of one's choices? Of the moments when we act, or fail to act? These complexities are at the heart of Daddy, Emma Cline's sharp-eyed illumination of the contrary impulses that animate our inner lives.",Emma Cline,2020,Fiction,Fiction,4.2309278350515465,485,4.2254076403189345
1521,Emma (Riverside Editions),"Content with her life and not interested in marriage, Emma Woodhouse, a rich and beautiful heiress, causes complications with her matchmaking schemes.",Jane Austen,1957,Language Arts & Disciplines,Other,4.2309278350515465,485,4.2254076403189345
1522,Emma (Signet classics),"Emma is bright, pretty, rich, supremely self-assured, and determined to impose her romantic ideals on all those around her. Her well-ordered life is about to change, though, as she embarks on a journey of growth and discovery described with the wit, grace, and style and humor that is Jane Austen's unforgettable signature.",Jane Austen,1980,England,Other,4.2309278350515465,970,4.227994398237115
1523,Emma (Summer Classics),"Emma Woodhouse may have decided that she will never marry, but that doesn't stop her interfering in the romantic fortunes of others. Having persuaded her sweet, silly friend Harriet Smith to turn down one proposal of marriage, Emma is determined to find Harriet a more suitable man. But Emma's attempts at matchmaking lead her into one scrape after another, and in the process she almost misses her own chance of love.",Jane Austen,2002,England,Other,4.2309278350515465,485,4.2254076403189345
1524,Emma (The World's Classics),"Emma Woodhouse imagines that she dominates those around her in the small town of Highbury, but her inept matchmaking creates problems for herself and others.",Jane Austen,2008,Fiction,Fiction,4.2309278350515465,485,4.2254076403189345
1525,Emma (World's Classics),"Emma Woodhouse imagines that she dominates those around her in the small town of Highbury, but her inept matchmaking creates problems for herself and others.",Jane Austen,2008,Fiction,Fiction,4.2309278350515465,485,4.2254076403189345
1526,Emotional Alchemy : How the Mind Can Heal the Heart,"Alchemists sought to transform lead into gold. In the same way, says Tara Bennett-Goleman, we all have the natural ability to turn our moments of confusion or emotional pain into insightful clarity. Emotional Alchemy maps the mind and shows how, according to recent advances in cognitive therapy, most of what troubles us falls into ten basic emotional patterns, including fear of abandonment, social exclusion (the feeling we don't belong), and vulnerability (the feeling that some catastrophe will occur). Through the simple practice of mindfulness taught in this book, we can free ourselves of such patterns and replace them with empathy for ourselves and others, as well as the freedom to be more creative and alive. You'll find the very latest research in neuroscience--including the neurological ""magic quarter second,"" during which it is possible for a thought to be ""caught"" before it turns into an emotional reaction. And you'll discover the fascinating parallels of this science with the wisdom of ancient Buddhism--for Buddhists knew centuries ago that we can end our self-destructive habits. This remarkable book also teaches the practice of mindfulness, an awareness that lets us see things as they truly are without distortion or judgment, giving the most insightful explanation of how mindfulness can change not only our lives, but the very structure of our brains. Here is a beautifully rendered work full of Buddhist wisdom and stories of how people have used mindfulness to conquer their self-defeating habits. The result is a whole new way of approaching our relationships, work, and internal lives.",Tara Bennett-Goleman,2002,Body,Body,4.444444444444445,63,4.312298454495423
1527,Emotional Intelligence - Why It Can Matter More Than Iq,"#1 BESTSELLER • The groundbreaking book that redefines what it means to be smart, with a new introduction by the author “A thoughtfully written, persuasive account explaining emotional intelligence and why it can be crucial.”—USA Today Everyone knows that high IQ is no guarantee of success, happiness, or virtue, but until Emotional Intelligence, we could only guess why. Daniel Goleman's brilliant report from the frontiers of psychology and neuroscience offers startling new insight into our “two minds”—the rational and the emotional—and how they together shape our destiny. Drawing on groundbreaking brain and behavioral research, Goleman shows the factors at work when people of high IQ flounder and those of modest IQ do surprisingly well. These factors, which include self-awareness, self-discipline, and empathy, add up to a different way of being smart—and they aren’t fixed at birth. Although shaped by childhood experiences, emotional intelligence can be nurtured and strengthened throughout our adulthood—with immediate benefits to our health, our relationships, and our work. The twenty-fifth-anniversary edition of Emotional Intelligence could not come at a better time—we spend so much of our time online, more and more jobs are becoming automated and digitized, and our children are picking up new technology faster than we ever imagined. With a new introduction from the author, the twenty-fifth-anniversary edition prepares readers, now more than ever, to reach their fullest potential and stand out from the pack with the help of EI.",Daniel Goleman,2012,Self-Help,Self-Help,3.9303621169916436,359,3.9692787787155996
1528,Empire of Debt: The Rise of an Epic Financial Crisis (Agora Series),"In Empire of Debt, maverick financial writers Bill Bonner and Addison Wiggin provide you with the first in-depth look at how the American character has shifted to accommodate its new imperial role; how we have abandoned the private virtues of personal liberty, economic freedom, and fiscal restraint; and how the government has gained control of public life and the economy.",Will Bonner,2011,Business & Economics,Business & Economics,3.92,125,4.010390537765337
1529,Empire Rising,"After a long, secret military buildup, China launches a swift and deadly attack on Taiwan. But that's only their first move in a much deadlier game. In Rick Campbell's thrilling Empire Rising, Xiang Chenglei, Chinese president and party secretary, has both a problem and a plan. The problem is that China's limited supply of oil is threatening to derail its economic growth and prosperity. Having failed to win access to a greater supply diplomatically, he sets his backup plan in motion. And what is war, but diplomacy by other means? The U.S. Pacific Fleet is the major military force in the area, and when Taiwan is invaded, the fleet is sent in to repel the invading Chinese forces. The U.S. military expects it to be an easy operation, but after a decades-long, top-secret buildup, China has military capabilities far greater than the United States is aware of. With hidden batteries of long range missiles, advanced cyber warfare capabilities, and a submarine fleet wielding a secret weapon, China is able to overwhelm the American fleet. In fact, China all but wipes out the U.S. Pacific Fleet—leaving them free to turn to their real objective—invasion and expansion across Asia, starting with the four main islands of Japan. While the Atlantic Fleet surges westward to defend its allies and respond to the destruction of their counterparts, it falls to an unlikely alliance of three people to stop this incursion and prevent an all-but-inevitable global war. National Security Advisor Christine O'Connor has critical information, but she's trapped in Beijing; Captain Murray Wilson, commanding officer of the submarine USS Michigan must somehow infiltrate the Chinese submarine blockade; and Navy SEAL Jake Harrison must lead a strike team into the most hostile of territories with only hours to implement the most daring plan ever.",Rick Campbell,2015,Fiction,Fiction,4.333333333333333,54,4.251884051894236
1530,Empress Orchid,"It is the final days of the Chinese Empire. Trade in Opium with Europe is slowly corroding the power of the Ch'ing Dynasty. Orchid, a beautiful seventeen-year-old from an aristocratic, but impoverished family, is pushed into the maelstrom when she finds herself unexpectedly chosen to become a lower-ranking concubine of the Emperor. The world inside the Forbidden City is erotically charged and highly ritualised, but beneath its immaculate face lie whispers of murder and ghosts. The thousands of concubines will go to any lengths to bear the Emperor a son and become his Empress. Determined not to be a victim of the jealousies and foul play, Orchid trains herself in the art of pleasing a man, bribes her way into the royal bed and seduces the monarch. Little does she know that China will collapse around her, and she will be its last Empress.",Anchee Min,2005,China,Other,4.009708737864078,103,4.077227393901275
1531,Enchanted Love (The Mystical Power of of Intimate Relationships),"Three of Marianne Williamson's previous bestsellers -- A Return to Love, A Woman's Worth, and Illuminata -- explored the issue of relationships. Now, in this deeply personal collection of essays, prayers, and self-reflection, she turns to romantic love. In Illuminata, Williamson wrote that ""we experience God to the extent to which we love, forgive, and focus on the good in others and ourselves."" Now, in Enchanted Love, she writes that ""enchanted partnership begins with the conscious understanding, on the part of two people, that the purpose of their relationship is not so much material as spiritual, and the internal skills demanded by it are prodigious."" High romance, she says, ""is not about past or future. It is not about practicality. It is not about society or worldly routines. It is an audacious ride to the center of what is, at the heart of every person. It is a bold and masterful inquiry into what two people really are and how we might become, while still on earth, the angels who reside within us.""",Marianne Williamson,2013,Body,Body,3.8703703703703702,54,4.0418000182807905
1532,Enchanters' End Game,Book five of The Belgariad_,David Eddings,2007,Fantasy fiction,Other,4.149253731343284,67,4.166471228601622
1533,Enchanters' End Game (Book Five of The Belgariad),"The conclusion of the Belgariad series sees Garion crowned as Overlord of the West, as in the East, the evil God Torak is about to awaken and challenge Garion's rule",David Eddings,1984,Fiction,Fiction,4.149253731343284,67,4.166471228601622
1534,Enchantment,"In Enchantment, Orson Scott Card works his magic as never before, transforming the timeless story of Sleeping Beauty into an original fantasy brimming with romance and adventure. The moment Ivan stumbled upon a clearing in the dense Carpathian forest, his life was forever changed. Atop a pedestal encircled by fallen leaves, the beautiful princess Katerina lay still as death. But beneath the foliage a malevolent presence stirred and sent the ten-year-old Ivan scrambling for the safety of Cousin Marek's farm. Now, years later, Ivan is an American graduate student, engaged to be married. Yet he cannot forget that long-ago day in the forest—or convince himself it was merely a frightened boy’s fantasy. Compelled to return to his native land, Ivan finds the clearing just as he left it. This time he does not run. This time he awakens the beauty with a kiss . . . and steps into a world that vanished a thousand years ago. A rich tapestry of clashing worlds and cultures, Enchantment is a powerfully original novel of a love and destiny that transcend centuries . . . and the dark force that stalks them across the ages.",Orson Scott Card,2005,Fiction,Fiction,4.226851851851852,432,4.22127606071512
1535,Enchantress from the Stars,"Rediscover this beloved Newbery Honor-winning classic, Featuring a brand-new cover and a foreword by Lois Lowry! Elana, a member of an interstellar civilization on a mission to a medieval planet, becomes the key to a dangerous plan to turn back an invasion. How can she help the Andrecians, who still believe in magic and superstition, without revealing her own alien powers? At the same time, Georyn, the son of an Andrecian woodcutter, knows only that there is a dragon in the enchanted forest, and he must defeat it. He sees Elana as the Enchantress from the Stars who has come to test him, to prove he is worthy. One of the few science fiction books to win a Newbery Honor, this novel continues to enthrall readers of all ages. Critical acclaim for Enchantress from the Stars: A Newbery Honor Book A Junior Library Guild selection An ALA Notable pick Winner of the Phoenix Award Finalist for the Book Sense Book of the Year Award",Sylvia Engdahl,2018,Juvenile Fiction,Juvenile Fiction,4.7272727272727275,88,4.496563412911203
